adsh,tag,version,coreg,ddate,qtrs,uom,value,footnote
0001628280-16-020309,AccountsPayableCurrent,us-gaap/2015,,20150930,0,USD,35490000000,
0001628280-16-020309,AccountsPayableCurrent,us-gaap/2015,,20160930,0,USD,37294000000,
0001652044-16-000038,AccountsPayableCurrent,us-gaap/2015,,20151231,0,USD,1931000000,
0001652044-16-000038,AccountsPayableCurrent,us-gaap/2015,,20160930,0,USD,2175000000,
0001628280-16-020309,AccountsReceivableNetCurrent,us-gaap/2015,,20150930,0,USD,16849000000,
0001628280-16-020309,AccountsReceivableNetCurrent,us-gaap/2015,,20160930,0,USD,15754000000,
0001652044-16-000038,AccountsReceivableNetCurrent,us-gaap/2015,,20151231,0,USD,11556000000,
0001652044-16-000038,AccountsReceivableNetCurrent,us-gaap/2015,,20160930,0,USD,11979000000,
0001652044-16-000038,AccruedLiabilitiesCurrent,us-gaap/2015,,20151231,0,USD,4768000000,
0001652044-16-000038,AccruedLiabilitiesCurrent,us-gaap/2015,,20160930,0,USD,4840000000,
0001628280-16-020309,AccruedLiabilitiesCurrent,us-gaap/2015,,20150930,0,USD,25181000000,
0001628280-16-020309,AccruedLiabilitiesCurrent,us-gaap/2015,,20160930,0,USD,22027000000,
0001628280-16-020309,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2015,,20150930,0,USD,26786000000,
0001628280-16-020309,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2015,,20160930,0,USD,34235000000,
0001652044-16-000038,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2015,,20151231,0,USD,11130000000,
0001652044-16-000038,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,us-gaap/2015,,20160930,0,USD,13341000000,
0001628280-16-020309,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2015,,20150930,0,USD,63000000,
0001628280-16-020309,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2015,,20160930,0,USD,53000000,
0001652044-16-000038,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2015,,20151231,0,USD,296000000,
0001652044-16-000038,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2015,,20160930,0,USD,398000000,
0001628280-16-020309,Assets,us-gaap/2015,,20150930,0,USD,290345000000,
0001628280-16-020309,,us-gaap/2015,,20160930,0,USD,321686000000,
0001652044-16-000038,Assets,us-gaap/2015,,20151231,0,USD,147461000000,
0001652044-16-000038,Assets,us-gaap/2015,,20160930,0,USD,159948000000,
0001652044-16-000038,AssetsCurrent,us-gaap/2015,,20151231,0,USD,90114000000,
0001652044-16-000038,AssetsCurrent,us-gaap/2015,,20160930,0,USD,98546000000,
0001628280-16-020309,AssetsCurrent,us-gaap/2015,,20150930,0,USD,89378000000,
0001628280-16-020309,AssetsCurrent,us-gaap/2015,,20160930,0,USD,106869000000,
0001628280-16-020309,CashAndCashEquivalentsAtCarryingValue,us-gaap/2015,,20130930,0,USD,14259000000,
0001628280-16-020309,CashAndCashEquivalentsAtCarryingValue,us-gaap/2015,,20140930,0,USD,13844000000,
0001628280-16-020309,CashAndCashEquivalentsAtCarryingValue,us-gaap/2015,,20150930,0,USD,21120000000,
0001628280-16-020309,CashAndCashEquivalentsAtCarryingValue,us-gaap/2015,,20160930,0,USD,20484000000,
0001652044-16-000038,CashAndCashEquivalentsAtCarryingValue,us-gaap/2015,,20141231,0,USD,18347000000,
0001652044-16-000038,CashAndCashEquivalentsAtCarryingValue,us-gaap/2015,,20150930,0,USD,18068000000,
0001652044-16-000038,CashAndCashEquivalentsAtCarryingValue,us-gaap/2015,,20151231,0,USD,16549000000,
0001652044-16-000038,CashAndCashEquivalentsAtCarryingValue,us-gaap/2015,,20160930,0,USD,9406000000,
0001652044-16-000038,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2015,,20150930,3,USD,-279000000,
0001652044-16-000038,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2015,,20160930,3,USD,-7143000000,
0001628280-16-020309,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2015,,20140930,4,USD,-415000000,
0001628280-16-020309,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2015,,20150930,4,USD,7276000000,
0001628280-16-020309,CashAndCashEquivalentsPeriodIncreaseDecrease,us-gaap/2015,,20160930,4,USD,-636000000,
0001628280-16-020309,CommitmentsAndContingencies,us-gaap/2015,,20150930,0,USD,,
0001628280-16-020309,CommitmentsAndContingencies,us-gaap/2015,,20160930,0,USD,,
0001652044-16-000038,CommitmentsAndContingencies,us-gaap/2015,,20151231,0,USD,,
0001652044-16-000038,CommitmentsAndContingencies,us-gaap/2015,,20160930,0,USD,,
0001628280-16-020309,CommonStockDividendsPerShareDeclared,us-gaap/2015,,20140930,4,USD,1.82,
0001628280-16-020309,CommonStockDividendsPerShareDeclared,us-gaap/2015,,20141231,1,USD,0.47,
0001628280-16-020309,CommonStockDividendsPerShareDeclared,us-gaap/2015,,20150331,1,USD,0.47,
0001628280-16-020309,CommonStockDividendsPerShareDeclared,us-gaap/2015,,20150630,1,USD,0.52,
0001628280-16-020309,CommonStockDividendsPerShareDeclared,us-gaap/2015,,20150930,1,USD,0.52,
0001628280-16-020309,CommonStockDividendsPerShareDeclared,us-gaap/2015,,20150930,4,USD,1.98,
0001628280-16-020309,CommonStockDividendsPerShareDeclared,us-gaap/2015,,20151231,1,USD,0.52,
0001628280-16-020309,CommonStockDividendsPerShareDeclared,us-gaap/2015,,20160331,1,USD,0.52,
0001628280-16-020309,CommonStockDividendsPerShareDeclared,us-gaap/2015,,20160630,1,USD,0.57,
0001628280-16-020309,CommonStockDividendsPerShareDeclared,us-gaap/2015,,20160930,1,USD,0.57,
0001628280-16-020309,CommonStockDividendsPerShareDeclared,us-gaap/2015,,20160930,4,USD,2.18,
0001628280-16-020309,CommonStockParOrStatedValuePerShare,us-gaap/2015,,20150930,0,USD,0,
0001628280-16-020309,CommonStockParOrStatedValuePerShare,us-gaap/2015,,20160930,0,USD,0,
0001652044-16-000038,CommonStockParOrStatedValuePerShare,us-gaap/2015,,20151231,0,USD,0.001,
0001652044-16-000038,CommonStockParOrStatedValuePerShare,us-gaap/2015,,20160930,0,USD,0.001,
0001652044-16-000038,CommonStockSharesAuthorized,us-gaap/2015,,20151231,0,shares,15000000000,
0001652044-16-000038,CommonStockSharesAuthorized,us-gaap/2015,,20160930,0,shares,15000000000,
0001628280-16-020309,CommonStockSharesAuthorized,us-gaap/2015,,20150930,0,shares,12600000000,
0001628280-16-020309,CommonStockSharesAuthorized,us-gaap/2015,,20160930,0,shares,12600000000,
0001628280-16-020309,CommonStockSharesOutstanding,us-gaap/2015,,20150930,0,shares,5578753000,
0001628280-16-020309,CommonStockSharesOutstanding,us-gaap/2015,,20160930,0,shares,5336166000,
0001652044-16-000038,CommonStockSharesOutstanding,us-gaap/2015,,20151231,0,shares,687348000,
0001652044-16-000038,CommonStockSharesOutstanding,us-gaap/2015,,20160930,0,shares,689136000,
0001652044-16-000038,CostsAndExpenses,us-gaap/2015,,20150930,1,USD,13967000000,
0001652044-16-000038,CostsAndExpenses,us-gaap/2015,,20150930,3,USD,39680000000,
0001652044-16-000038,CostsAndExpenses,us-gaap/2015,,20160930,1,USD,16684000000,
0001652044-16-000038,CostsAndExpenses,us-gaap/2015,,20160930,3,USD,47131000000,
0001628280-16-020309,DepreciationAndAmortization,us-gaap/2015,,20140930,4,USD,6900000000,
0001628280-16-020309,DepreciationAndAmortization,us-gaap/2015,,20150930,4,USD,9200000000,
0001628280-16-020309,DepreciationAndAmortization,us-gaap/2015,,20160930,4,USD,8300000000,
0001652044-16-000038,GeneralAndAdministrativeExpense,us-gaap/2015,,20150930,1,USD,1477000000,
0001652044-16-000038,GeneralAndAdministrativeExpense,us-gaap/2015,,20150930,3,USD,4564000000,
0001652044-16-000038,GeneralAndAdministrativeExpense,us-gaap/2015,,20160930,1,USD,1824000000,
0001652044-16-000038,GeneralAndAdministrativeExpense,us-gaap/2015,,20160930,3,USD,4961000000,
0001652044-16-000038,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2015,,20150930,1,USD,4891000000,
0001652044-16-000038,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2015,,20150930,3,USD,14451000000,
0001652044-16-000038,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2015,,20160930,1,USD,6045000000,
0001652044-16-000038,IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,us-gaap/2015,,20160930,3,USD,17293000000,
0001652044-16-000038,IncomeTaxesReceivable,us-gaap/2015,,20151231,0,USD,1903000000,
0001652044-16-000038,IncomeTaxesReceivable,us-gaap/2015,,20160930,0,USD,416000000,
0001652044-16-000038,IncomeTaxExpenseBenefit,us-gaap/2015,,20150930,1,USD,912000000,
0001652044-16-000038,IncomeTaxExpenseBenefit,us-gaap/2015,,20150930,3,USD,3026000000,
0001652044-16-000038,IncomeTaxExpenseBenefit,us-gaap/2015,,20160930,1,USD,984000000,
0001652044-16-000038,IncomeTaxExpenseBenefit,us-gaap/2015,,20160930,3,USD,3148000000,
0001628280-16-020309,IncomeTaxExpenseBenefit,us-gaap/2015,,20140930,4,USD,13973000000,
0001628280-16-020309,IncomeTaxExpenseBenefit,us-gaap/2015,,20150930,4,USD,19121000000,
0001628280-16-020309,IncomeTaxExpenseBenefit,us-gaap/2015,,20160930,4,USD,15685000000,
0001628280-16-020309,IncreaseDecreaseInAccountsPayable,us-gaap/2015,,20140930,4,USD,5938000000,
0001628280-16-020309,IncreaseDecreaseInAccountsPayable,us-gaap/2015,,20150930,4,USD,5400000000,
0001628280-16-020309,IncreaseDecreaseInAccountsPayable,us-gaap/2015,,20160930,4,USD,1791000000,
0001652044-16-000038,IncreaseDecreaseInAccountsPayable,us-gaap/2015,,20150930,3,USD,-168000000,
0001652044-16-000038,IncreaseDecreaseInAccountsPayable,us-gaap/2015,,20160930,3,USD,238000000,
0001652044-16-000038,IncreaseDecreaseInAccountsReceivable,us-gaap/2015,,20150930,3,USD,336000000,
0001652044-16-000038,IncreaseDecreaseInAccountsReceivable,us-gaap/2015,,20160930,3,USD,299000000,
0001628280-16-020309,IncreaseDecreaseInAccountsReceivable,us-gaap/2015,,20140930,4,USD,4232000000,
0001628280-16-020309,IncreaseDecreaseInAccountsReceivable,us-gaap/2015,,20150930,4,USD,-611000000,
0001628280-16-020309,IncreaseDecreaseInAccountsReceivable,us-gaap/2015,,20160930,4,USD,-1095000000,
0001652044-16-000038,IncreaseDecreaseInAccruedLiabilities,us-gaap/2015,,20150930,3,USD,820000000,
0001652044-16-000038,IncreaseDecreaseInAccruedLiabilities,us-gaap/2015,,20160930,3,USD,338000000,
0001628280-16-020309,IncreaseDecreaseInInventories,us-gaap/2015,,20140930,4,USD,76000000,
0001628280-16-020309,IncreaseDecreaseInInventories,us-gaap/2015,,20150930,4,USD,238000000,
0001628280-16-020309,IncreaseDecreaseInInventories,us-gaap/2015,,20160930,4,USD,-217000000,
0001652044-16-000038,InterestExpense,us-gaap/2015,,20150930,1,USD,26000000,
0001652044-16-000038,InterestExpense,us-gaap/2015,,20150930,3,USD,78000000,
0001652044-16-000038,InterestExpense,us-gaap/2015,,20160930,1,USD,29000000,
0001652044-16-000038,InterestExpense,us-gaap/2015,,20160930,3,USD,91000000,
0001628280-16-020309,InterestExpense,us-gaap/2015,,20140930,4,USD,384000000,
0001628280-16-020309,InterestExpense,us-gaap/2015,,20150930,4,USD,733000000,
0001628280-16-020309,InterestExpense,us-gaap/2015,,20160930,4,USD,1456000000,
0001652044-16-000038,Liabilities,us-gaap/2015,,20151231,0,USD,27130000000,
0001652044-16-000038,Liabilities,us-gaap/2015,,20160930,0,USD,25845000000,
0001628280-16-020309,Liabilities,us-gaap/2015,,20150930,0,USD,170990000000,
0001628280-16-020309,Liabilities,us-gaap/2015,,20160930,0,USD,193437000000,
0001628280-16-020309,LiabilitiesAndStockholdersEquity,us-gaap/2015,,20150930,0,USD,290345000000,
0001628280-16-020309,LiabilitiesAndStockholdersEquity,us-gaap/2015,,20160930,0,USD,321686000000,
0001652044-16-000038,LiabilitiesAndStockholdersEquity,us-gaap/2015,,20151231,0,USD,147461000000,
0001652044-16-000038,LiabilitiesAndStockholdersEquity,us-gaap/2015,,20160930,0,USD,159948000000,
0001652044-16-000038,LiabilitiesCurrent,us-gaap/2015,,20151231,0,USD,19310000000,
0001652044-16-000038,LiabilitiesCurrent,us-gaap/2015,,20160930,0,USD,14323000000,
0001628280-16-020309,LiabilitiesCurrent,us-gaap/2015,,20150930,0,USD,80610000000,
0001628280-16-020309,LiabilitiesCurrent,us-gaap/2015,,20160930,0,USD,79006000000,
0001628280-16-020309,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,us-gaap/2015,,20140930,4,USD,-37549000000,
0001628280-16-020309,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,us-gaap/2015,,20150930,4,USD,-17716000000,
0001628280-16-020309,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,us-gaap/2015,,20160930,4,USD,-20483000000,
0001628280-16-020309,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2015,,20140930,4,USD,-22579000000,
0001628280-16-020309,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2015,,20150930,4,USD,-56274000000,
0001628280-16-020309,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,us-gaap/2015,,20160930,4,USD,-45977000000,
0001628280-16-020309,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,us-gaap/2015,,20140930,4,USD,59713000000,
0001628280-16-020309,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,us-gaap/2015,,20150930,4,USD,81266000000,
0001628280-16-020309,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,us-gaap/2015,,20160930,4,USD,65824000000,
0001652044-16-000038,NetIncomeLoss,us-gaap/2015,,20150930,1,USD,3979000000,
0001652044-16-000038,NetIncomeLoss,us-gaap/2015,,20150930,3,USD,11425000000,
0001652044-16-000038,NetIncomeLoss,us-gaap/2015,,20160930,1,USD,5061000000,
0001652044-16-000038,NetIncomeLoss,us-gaap/2015,,20160930,3,USD,14145000000,
0001628280-16-020309,NetIncomeLoss,us-gaap/2015,,20140930,4,USD,39510000000,
0001628280-16-020309,NetIncomeLoss,us-gaap/2015,,20141231,1,USD,18024000000,
0001628280-16-020309,NetIncomeLoss,us-gaap/2015,,20150331,1,USD,13569000000,
0001628280-16-020309,NetIncomeLoss,us-gaap/2015,,20150630,1,USD,10677000000,
0001628280-16-020309,NetIncomeLoss,us-gaap/2015,,20150930,1,USD,11124000000,
0001628280-16-020309,NetIncomeLoss,us-gaap/2015,,20150930,4,USD,53394000000,
0001628280-16-020309,NetIncomeLoss,us-gaap/2015,,20151231,1,USD,18361000000,
0001628280-16-020309,NetIncomeLoss,us-gaap/2015,,20160331,1,USD,10516000000,
0001628280-16-020309,NetIncomeLoss,us-gaap/2015,,20160630,1,USD,7796000000,
0001628280-16-020309,NetIncomeLoss,us-gaap/2015,,20160930,1,USD,9014000000,
0001628280-16-020309,NetIncomeLoss,us-gaap/2015,,20160930,4,USD,45687000000,
0001628280-16-020309,OperatingIncomeLoss,us-gaap/2015,,20140930,4,USD,52503000000,
0001628280-16-020309,OperatingIncomeLoss,us-gaap/2015,,20150930,4,USD,71230000000,
0001628280-16-020309,OperatingIncomeLoss,us-gaap/2015,,20160930,4,USD,60024000000,
0001652044-16-000038,OperatingIncomeLoss,us-gaap/2015,,20150930,1,USD,4708000000,
0001652044-16-000038,OperatingIncomeLoss,us-gaap/2015,,20150930,3,USD,13980000000,
0001652044-16-000038,OperatingIncomeLoss,us-gaap/2015,,20160930,1,USD,5767000000,
0001652044-16-000038,OperatingIncomeLoss,us-gaap/2015,,20160930,3,USD,17077000000,
0001628280-16-020309,OtherAssetsNoncurrent,us-gaap/2015,,20150930,0,USD,5422000000,
0001628280-16-020309,OtherAssetsNoncurrent,us-gaap/2015,,20160930,0,USD,8757000000,
0001652044-16-000038,PaymentsOfDividends,us-gaap/2015,,20150930,3,USD,47000000,
0001652044-16-000038,PaymentsOfDividends,us-gaap/2015,,20160930,3,USD,0,
0001628280-16-020309,PaymentsOfDividends,us-gaap/2015,,20141231,1,USD,2750000000,
0001628280-16-020309,PaymentsOfDividends,us-gaap/2015,,20150331,1,USD,2734000000,
0001628280-16-020309,PaymentsOfDividends,us-gaap/2015,,20150630,1,USD,2997000000,
0001628280-16-020309,PaymentsOfDividends,us-gaap/2015,,20150930,1,USD,2950000000,
0001628280-16-020309,PaymentsOfDividends,us-gaap/2015,,20150930,4,USD,11431000000,
0001628280-16-020309,PaymentsOfDividends,us-gaap/2015,,20151231,1,USD,2898000000,
0001628280-16-020309,PaymentsOfDividends,us-gaap/2015,,20160331,1,USD,2879000000,
0001628280-16-020309,PaymentsOfDividends,us-gaap/2015,,20160630,1,USD,3117000000,
0001628280-16-020309,PaymentsOfDividends,us-gaap/2015,,20160930,1,USD,3071000000,
0001628280-16-020309,PaymentsOfDividends,us-gaap/2015,,20160930,4,USD,11965000000,
0001628280-16-020309,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2015,,20140930,4,USD,9571000000,
0001628280-16-020309,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2015,,20150930,4,USD,11247000000,
0001628280-16-020309,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2015,,20160930,4,USD,12734000000,
0001652044-16-000038,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2015,,20150930,1,USD,2383000000,
0001652044-16-000038,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2015,,20150930,3,USD,7848000000,
0001652044-16-000038,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2015,,20160930,1,USD,2554000000,
0001652044-16-000038,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2015,,20160930,3,USD,7134000000,
0001652044-16-000038,PreferredStockParOrStatedValuePerShare,us-gaap/2015,,20151231,0,USD,0.001,
0001652044-16-000038,PreferredStockParOrStatedValuePerShare,us-gaap/2015,,20160930,0,USD,0.001,
0001652044-16-000038,PreferredStockSharesAuthorized,us-gaap/2015,,20151231,0,shares,100000000,
0001652044-16-000038,PreferredStockSharesAuthorized,us-gaap/2015,,20160930,0,shares,100000000,
0001652044-16-000038,PreferredStockSharesOutstanding,us-gaap/2015,,20151231,0,shares,0,
0001652044-16-000038,PreferredStockSharesOutstanding,us-gaap/2015,,20160930,0,shares,0,
0001652044-16-000038,ProceedsFromSaleOfPropertyPlantAndEquipment,us-gaap/2015,,20150930,3,USD,33000000,
0001652044-16-000038,ProceedsFromSaleOfPropertyPlantAndEquipment,us-gaap/2015,,20160930,3,USD,226000000,
0001652044-16-000038,PropertyPlantAndEquipmentGross,us-gaap/2015,,20151231,0,USD,40146000000,
0001652044-16-000038,PropertyPlantAndEquipmentGross,us-gaap/2015,,20160930,0,USD,46094000000,
0001628280-16-020309,PropertyPlantAndEquipmentGross,us-gaap/2015,,20150930,0,USD,49257000000,
0001628280-16-020309,PropertyPlantAndEquipmentGross,us-gaap/2015,,20160930,0,USD,61245000000,
0001628280-16-020309,PropertyPlantAndEquipmentNet,us-gaap/2015,,20150930,0,USD,22471000000,
0001628280-16-020309,PropertyPlantAndEquipmentNet,us-gaap/2015,,20160930,0,USD,27010000000,
0001652044-16-000038,PropertyPlantAndEquipmentNet,us-gaap/2015,,20151231,0,USD,29016000000,
0001652044-16-000038,PropertyPlantAndEquipmentNet,us-gaap/2015,,20160930,0,USD,32753000000,
0001652044-16-000038,RetainedEarningsAccumulatedDeficit,us-gaap/2015,,20151231,0,USD,89223000000,
0001652044-16-000038,RetainedEarningsAccumulatedDeficit,us-gaap/2015,,20160930,0,USD,99798000000,
0001628280-16-020309,RetainedEarningsAccumulatedDeficit,us-gaap/2015,,20150930,0,USD,92284000000,
0001628280-16-020309,RetainedEarningsAccumulatedDeficit,us-gaap/2015,,20160930,0,USD,96364000000,
0001652044-16-000038,Revenues,us-gaap/2015,,20150930,1,USD,18675000000,
0001652044-16-000038,Revenues,us-gaap/2015,,20150930,3,USD,53660000000,
0001652044-16-000038,Revenues,us-gaap/2015,,20160930,1,USD,22451000000,
0001652044-16-000038,Revenues,us-gaap/2015,,20160930,3,USD,64208000000,
0001628280-16-020309,StockholdersEquity,us-gaap/2015,,20130930,0,USD,123549000000,
0001628280-16-020309,StockholdersEquity,us-gaap/2015,,20140930,0,USD,111547000000,
0001628280-16-020309,StockholdersEquity,us-gaap/2015,,20150930,0,USD,119355000000,
0001628280-16-020309,StockholdersEquity,us-gaap/2015,,20160930,0,USD,128249000000,
0001652044-16-000038,StockholdersEquity,us-gaap/2015,,20151231,0,USD,120331000000,
0001652044-16-000038,StockholdersEquity,us-gaap/2015,,20160930,0,USD,134103000000,
0001628280-16-020309,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2015,,20150930,0,USD,-345000000,
0001628280-16-020309,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2015,,20160930,0,USD,634000000,
0001652044-16-000038,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2015,,20151231,0,USD,-1874000000,
0001652044-16-000038,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2015,,20160930,0,USD,-1032000000,
0001628280-16-020309,AmortizationOfIntangibleAssets,us-gaap/2015,,20140930,4,USD,1100000000,
0001628280-16-020309,AmortizationOfIntangibleAssets,us-gaap/2015,,20150930,4,USD,1300000000,
0001628280-16-020309,AmortizationOfIntangibleAssets,us-gaap/2015,,20160930,4,USD,1500000000,
0001628280-16-020309,CommonStockSharesIssued,us-gaap/2015,,20150930,0,shares,5578753000,
0001628280-16-020309,CommonStockSharesIssued,us-gaap/2015,,20160930,0,shares,5336166000,
0001652044-16-000038,CommonStockSharesIssued,us-gaap/2015,,20151231,0,shares,687348000,
0001652044-16-000038,CommonStockSharesIssued,us-gaap/2015,,20160930,0,shares,689136000,
0001652044-16-000038,ComprehensiveIncomeNetOfTax,us-gaap/2015,,20150930,1,USD,3316000000,
0001652044-16-000038,ComprehensiveIncomeNetOfTax,us-gaap/2015,,20150930,3,USD,9806000000,
0001652044-16-000038,ComprehensiveIncomeNetOfTax,us-gaap/2015,,20160930,1,USD,5180000000,
0001652044-16-000038,ComprehensiveIncomeNetOfTax,us-gaap/2015,,20160930,3,USD,14987000000,
0001628280-16-020309,ComprehensiveIncomeNetOfTax,us-gaap/2015,,20140930,4,USD,41063000000,
0001628280-16-020309,ComprehensiveIncomeNetOfTax,us-gaap/2015,,20150930,4,USD,51967000000,
0001628280-16-020309,ComprehensiveIncomeNetOfTax,us-gaap/2015,,20160930,4,USD,46666000000,
0001652044-16-000038,DeferredRevenueCurrent,us-gaap/2015,,20151231,0,USD,788000000,
0001652044-16-000038,DeferredRevenueCurrent,us-gaap/2015,,20160930,0,USD,923000000,
0001628280-16-020309,DeferredRevenueCurrent,us-gaap/2015,,20150930,0,USD,8940000000,
0001628280-16-020309,DeferredRevenueCurrent,us-gaap/2015,,20160930,0,USD,8080000000,
0001628280-16-020309,EarningsPerShareBasic,us-gaap/2015,,20140930,4,USD,6.49,
0001628280-16-020309,EarningsPerShareBasic,us-gaap/2015,,20141231,1,USD,3.08,
0001628280-16-020309,EarningsPerShareBasic,us-gaap/2015,,20150331,1,USD,2.34,
0001628280-16-020309,EarningsPerShareBasic,us-gaap/2015,,20150630,1,USD,1.86,
0001628280-16-020309,EarningsPerShareBasic,us-gaap/2015,,20150930,1,USD,1.97,
0001628280-16-020309,EarningsPerShareBasic,us-gaap/2015,,20150930,4,USD,9.28,
0001628280-16-020309,EarningsPerShareBasic,us-gaap/2015,,20151231,1,USD,3.3,
0001628280-16-020309,EarningsPerShareBasic,us-gaap/2015,,20160331,1,USD,1.91,
0001628280-16-020309,EarningsPerShareBasic,us-gaap/2015,,20160630,1,USD,1.43,
0001628280-16-020309,EarningsPerShareBasic,us-gaap/2015,,20160930,1,USD,1.68,
0001628280-16-020309,EarningsPerShareBasic,us-gaap/2015,,20160930,4,USD,8.35,
0001628280-16-020309,EarningsPerShareDiluted,us-gaap/2015,,20140930,4,USD,6.45,
0001628280-16-020309,EarningsPerShareDiluted,us-gaap/2015,,20141231,1,USD,3.06,
0001628280-16-020309,EarningsPerShareDiluted,us-gaap/2015,,20150331,1,USD,2.33,
0001628280-16-020309,EarningsPerShareDiluted,us-gaap/2015,,20150630,1,USD,1.85,
0001628280-16-020309,EarningsPerShareDiluted,us-gaap/2015,,20150930,1,USD,1.96,
0001628280-16-020309,EarningsPerShareDiluted,us-gaap/2015,,20150930,4,USD,9.22,
0001628280-16-020309,EarningsPerShareDiluted,us-gaap/2015,,20151231,1,USD,3.28,
0001628280-16-020309,EarningsPerShareDiluted,us-gaap/2015,,20160331,1,USD,1.9,
0001628280-16-020309,EarningsPerShareDiluted,us-gaap/2015,,20160630,1,USD,1.42,
0001628280-16-020309,EarningsPerShareDiluted,us-gaap/2015,,20160930,1,USD,1.67,
0001628280-16-020309,EarningsPerShareDiluted,us-gaap/2015,,20160930,4,USD,8.31,
0001628280-16-020309,Goodwill,us-gaap/2015,,20150930,0,USD,5116000000,
0001628280-16-020309,Goodwill,us-gaap/2015,,20160930,0,USD,5414000000,
0001652044-16-000038,Goodwill,us-gaap/2015,,20151231,0,USD,15869000000,
0001652044-16-000038,Goodwill,us-gaap/2015,,20160930,0,USD,16028000000,
0001628280-16-020309,GrossProfit,us-gaap/2015,,20140930,4,USD,70537000000,
0001628280-16-020309,GrossProfit,us-gaap/2015,,20141231,1,USD,29741000000,
0001628280-16-020309,GrossProfit,us-gaap/2015,,20150331,1,USD,23656000000,
0001628280-16-020309,GrossProfit,us-gaap/2015,,20150630,1,USD,19681000000,
0001628280-16-020309,GrossProfit,us-gaap/2015,,20150930,1,USD,20548000000,
0001628280-16-020309,GrossProfit,us-gaap/2015,,20150930,4,USD,93626000000,
0001628280-16-020309,GrossProfit,us-gaap/2015,,20151231,1,USD,30423000000,
0001628280-16-020309,GrossProfit,us-gaap/2015,,20160331,1,USD,19921000000,
0001628280-16-020309,GrossProfit,us-gaap/2015,,20160630,1,USD,16106000000,
0001628280-16-020309,GrossProfit,us-gaap/2015,,20160930,1,USD,17813000000,
0001628280-16-020309,GrossProfit,us-gaap/2015,,20160930,4,USD,84263000000,
0001652044-16-000038,IntangibleAssetsNetExcludingGoodwill,us-gaap/2015,,20151231,0,USD,3847000000,
0001652044-16-000038,IntangibleAssetsNetExcludingGoodwill,us-gaap/2015,,20160930,0,USD,3367000000,
0001628280-16-020309,IntangibleAssetsNetExcludingGoodwill,us-gaap/2015,,20150930,0,USD,3893000000,
0001628280-16-020309,IntangibleAssetsNetExcludingGoodwill,us-gaap/2015,,20160930,0,USD,3206000000,
0001628280-16-020309,InventoryNet,us-gaap/2015,,20150930,0,USD,2349000000,
0001628280-16-020309,InventoryNet,us-gaap/2015,,20160930,0,USD,2132000000,
0001652044-16-000038,InventoryNet,us-gaap/2015,,20151231,0,USD,491000000,
0001652044-16-000038,InventoryNet,us-gaap/2015,,20160930,0,USD,559000000,
0001652044-16-000038,LongTermDebtAndCapitalLeaseObligations,us-gaap/2015,,20151231,0,USD,1995000000,
0001652044-16-000038,LongTermDebtAndCapitalLeaseObligations,us-gaap/2015,,20160930,0,USD,3938000000,
