adsh,tag,version,coreg,ddate,qtrs,uom,value,footnote
0001628280-16-020309,WeightedAverageNumberDilutedSharesOutstandingAdjustment,us-gaap/2015,,20140930,4,shares,37091000,
0001628280-16-020309,WeightedAverageNumberDilutedSharesOutstandingAdjustment,us-gaap/2015,,20150930,4,shares,39648000,
0001628280-16-020309,WeightedAverageNumberDilutedSharesOutstandingAdjustment,us-gaap/2015,,20160930,4,shares,29461000,
0001652044-16-000038,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2015,,20150930,1,USD,-100000000,
0001652044-16-000038,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2015,,20150930,3,USD,-261000000,
0001652044-16-000038,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2015,,20160930,1,USD,-123000000,
0001652044-16-000038,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2015,,20160930,3,USD,-437000000,
0001628280-16-020309,DeferredTaxAssetsNet,us-gaap/2015,,20150930,0,USD,10911000000,
0001628280-16-020309,DeferredTaxAssetsNet,us-gaap/2015,,20160930,0,USD,10015000000,
0001652044-16-000038,EquityMethodInvestments,us-gaap/2015,,20151231,0,USD,1600000000,
0001652044-16-000038,EquityMethodInvestments,us-gaap/2015,,20160930,0,USD,1600000000,
0001628280-16-020309,GoodwillImpairmentLoss,us-gaap/2015,,20140930,4,USD,0,
0001628280-16-020309,GoodwillImpairmentLoss,us-gaap/2015,,20150930,4,USD,0,
0001628280-16-020309,GoodwillImpairmentLoss,us-gaap/2015,,20160930,4,USD,0,
0001628280-16-020309,ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,us-gaap/2015,,20140930,4,USD,0,
0001628280-16-020309,ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,us-gaap/2015,,20150930,4,USD,0,
0001628280-16-020309,ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,us-gaap/2015,,20160930,4,USD,0,
0001652044-16-000038,DebtInstrumentUnamortizedDiscount,us-gaap/2015,,20151231,0,USD,5000000,
0001652044-16-000038,DebtInstrumentUnamortizedDiscount,us-gaap/2015,,20160930,0,USD,62000000,
0001628280-16-020309,IncreaseDecreaseInOtherReceivables,us-gaap/2015,,20140930,4,USD,2220000000,
0001628280-16-020309,IncreaseDecreaseInOtherReceivables,us-gaap/2015,,20150930,4,USD,3735000000,
0001628280-16-020309,IncreaseDecreaseInOtherReceivables,us-gaap/2015,,20160930,4,USD,51000000,
0001652044-16-000038,CashCashEquivalentsAndShortTermInvestments,us-gaap/2015,,20151231,0,USD,73066000000,
0001652044-16-000038,CashCashEquivalentsAndShortTermInvestments,us-gaap/2015,,20160930,0,USD,83056000000,
0001652044-16-000038,DeferredTaxAssetsLiabilitiesNetNoncurrent,us-gaap/2015,,20151231,0,USD,251000000,
0001652044-16-000038,DeferredTaxAssetsLiabilitiesNetNoncurrent,us-gaap/2015,,20160930,0,USD,273000000,
0001652044-16-000038,CommonStocksIncludingAdditionalPaidInCapital,us-gaap/2015,,20151231,0,USD,32982000000,
0001652044-16-000038,CommonStocksIncludingAdditionalPaidInCapital,us-gaap/2015,,20160930,0,USD,35337000000,
0001628280-16-020309,CommonStocksIncludingAdditionalPaidInCapital,us-gaap/2015,,20150930,0,USD,27416000000,
0001628280-16-020309,CommonStocksIncludingAdditionalPaidInCapital,us-gaap/2015,,20160930,0,USD,31251000000,
0001628280-16-020309,FiniteLivedIntangibleAssetsNet,us-gaap/2015,,20150930,0,USD,3793000000,
0001628280-16-020309,FiniteLivedIntangibleAssetsNet,us-gaap/2015,,20160930,0,USD,3106000000,
0001652044-16-000038,FiniteLivedIntangibleAssetsNet,us-gaap/2015,,20160930,0,USD,3367000000,
0001628280-16-020309,AvailableForSaleSecuritiesCurrent,us-gaap/2015,,20150930,0,USD,20481000000,
0001628280-16-020309,AvailableForSaleSecuritiesCurrent,us-gaap/2015,,20160930,0,USD,46671000000,
0001652044-16-000038,AvailableForSaleSecuritiesCurrent,us-gaap/2015,,20151231,0,USD,56517000000,
0001652044-16-000038,AvailableForSaleSecuritiesCurrent,us-gaap/2015,,20160930,0,USD,73650000000,
0001628280-16-020309,OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,us-gaap/2015,,20150930,4,USD,-622000000,
0001628280-16-020309,OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,us-gaap/2015,,20160930,4,USD,762000000,
0001652044-16-000038,ProceedsFromSaleAndMaturityOfMarketableSecurities,us-gaap/2015,,20150930,3,USD,46860000000,
0001652044-16-000038,ProceedsFromSaleAndMaturityOfMarketableSecurities,us-gaap/2015,,20160930,3,USD,54379000000,
0001652044-16-000038,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap/2015,,20151231,0,USD,4883000000,
0001652044-16-000038,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap/2015,,20160930,0,USD,5488000000,
0001628280-16-020309,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap/2015,,20150930,0,USD,4332000000,
0001628280-16-020309,FiniteLivedIntangibleAssetsAccumulatedAmortization,us-gaap/2015,,20160930,0,USD,5806000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedGainLossNet,us-gaap/2015,,20150930,1,USD,-6000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedGainLossNet,us-gaap/2015,,20150930,3,USD,79000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedGainLossNet,us-gaap/2015,,20160930,1,USD,50000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedGainLossNet,us-gaap/2015,,20160930,3,USD,-126000000,
0001628280-16-020309,CommercialPaper,us-gaap/2015,,20150930,0,USD,8499000000,
0001628280-16-020309,CommercialPaper,us-gaap/2015,,20160930,0,USD,8105000000,
0001652044-16-000038,RepaymentsOfDebt,us-gaap/2015,,20150930,3,USD,10341000000,
0001652044-16-000038,RepaymentsOfDebt,us-gaap/2015,,20160930,3,USD,10051000000,
0001652044-16-000038,IncreaseDecreaseInIncomeTaxes,us-gaap/2015,,20150930,3,USD,1093000000,
0001652044-16-000038,IncreaseDecreaseInIncomeTaxes,us-gaap/2015,,20160930,3,USD,2153000000,
0001652044-16-000038,SecuritiesPurchasedUnderAgreementsToResell,us-gaap/2015,,20151231,0,USD,1590000000,
0001628280-16-020309,EntityPublicFloat,dei/2014,,20160331,0,USD,578807000000,
0001628280-16-020309,ProceedsFromRepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,us-gaap/2015,,20150930,4,USD,-3102000000,
0001628280-16-020309,ProceedsFromRepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,us-gaap/2015,,20160930,4,USD,472000000,
0001628280-16-020309,IndefiniteLivedIntangibleAssetsExcludingGoodwill,us-gaap/2015,,20150930,0,USD,100000000,
0001628280-16-020309,IndefiniteLivedIntangibleAssetsExcludingGoodwill,us-gaap/2015,,20160930,0,USD,100000000,
0001652044-16-000038,DerivativeCollateralRightToReclaimCash,us-gaap/2015,,20151231,0,USD,3000000,
0001652044-16-000038,DerivativeCollateralRightToReclaimCash,us-gaap/2015,,20160930,0,USD,0,
0001628280-16-020309,ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,us-gaap/2015,,20150930,4,USD,3851000000,
0001628280-16-020309,ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,us-gaap/2015,,20160930,4,USD,3632000000,
0001628280-16-020309,RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,us-gaap/2015,,20150930,4,USD,6953000000,
0001628280-16-020309,RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,us-gaap/2015,,20160930,4,USD,3160000000,
0001652044-16-000038,DerivativeFairValueOfDerivativeAsset,us-gaap/2015,,20151231,0,USD,628000000,
0001652044-16-000038,DerivativeFairValueOfDerivativeAsset,us-gaap/2015,,20160930,0,USD,225000000,
0001652044-16-000038,DerivativeFairValueOfDerivativeLiability,us-gaap/2015,,20151231,0,USD,16000000,
0001652044-16-000038,DerivativeFairValueOfDerivativeLiability,us-gaap/2015,,20160930,0,USD,30000000,
0001652044-16-000038,LiabilityForUncertainTaxPositionsNoncurrent,us-gaap/2015,,20151231,0,USD,3663000000,
0001652044-16-000038,LiabilityForUncertainTaxPositionsNoncurrent,us-gaap/2015,,20160930,0,USD,4461000000,
0001652044-16-000038,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,us-gaap/2015,,20160930,3,shares,0,
0001628280-16-020309,AvailableForSaleSecuritiesAmortizedCost,us-gaap/2015,,20150930,0,USD,206420000000,
0001628280-16-020309,AvailableForSaleSecuritiesAmortizedCost,us-gaap/2015,,20160930,0,USD,235810000000,
0001652044-16-000038,InterestIncomeOther,us-gaap/2015,,20150930,1,USD,259000000,
0001652044-16-000038,InterestIncomeOther,us-gaap/2015,,20150930,3,USD,725000000,
0001652044-16-000038,InterestIncomeOther,us-gaap/2015,,20160930,1,USD,318000000,
0001652044-16-000038,InterestIncomeOther,us-gaap/2015,,20160930,3,USD,895000000,
0001652044-16-000038,PaymentsToAcquireInterestInSubsidiariesAndAffiliates,us-gaap/2015,,20160930,12,USD,240000000,
0001628280-16-020309,OperatingLeasesRentExpenseNet,us-gaap/2015,,20140930,4,USD,717000000,
0001628280-16-020309,OperatingLeasesRentExpenseNet,us-gaap/2015,,20150930,4,USD,794000000,
0001628280-16-020309,OperatingLeasesRentExpenseNet,us-gaap/2015,,20160930,4,USD,939000000,
0001652044-16-000038,GainsLossesOnRestructuringOfDebt,us-gaap/2015,,20160430,0,USD,0,
0001628280-16-020309,NontradeReceivablesCurrent,us-gaap/2015,,20150930,0,USD,13494000000,
0001628280-16-020309,NontradeReceivablesCurrent,us-gaap/2015,,20160930,0,USD,13545000000,
0001628280-16-020309,DeferredIncomeTaxLiabilities,us-gaap/2015,,20150930,0,USD,27171000000,
0001628280-16-020309,DeferredIncomeTaxLiabilities,us-gaap/2015,,20160930,0,USD,31921000000,
0001628280-16-020309,OtherAccruedLiabilitiesNoncurrent,us-gaap/2015,,20150930,0,USD,9365000000,
0001628280-16-020309,OtherAccruedLiabilitiesNoncurrent,us-gaap/2015,,20160930,0,USD,10055000000,
0001652044-16-000038,FiniteLivedIntangibleAssetsGross,us-gaap/2015,,20151231,0,USD,8730000000,
0001652044-16-000038,FiniteLivedIntangibleAssetsGross,us-gaap/2015,,20160930,0,USD,8855000000,
0001628280-16-020309,FiniteLivedIntangibleAssetsGross,us-gaap/2015,,20150930,0,USD,8125000000,
0001628280-16-020309,FiniteLivedIntangibleAssetsGross,us-gaap/2015,,20160930,0,USD,8912000000,
0001628280-16-020309,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,us-gaap/2015,,20150930,0,USD,574000000,
0001628280-16-020309,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,us-gaap/2015,,20160930,0,USD,2186000000,
0001628280-16-020309,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,us-gaap/2015,,20150930,0,USD,1328000000,
0001628280-16-020309,AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,us-gaap/2015,,20160930,0,USD,411000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap/2015,,20151231,0,USD,106000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,us-gaap/2015,,20160930,0,USD,25000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,us-gaap/2015,,20151231,0,USD,421000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,us-gaap/2015,,20160930,0,USD,75000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,us-gaap/2015,,20151231,0,USD,36073000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,us-gaap/2015,,20160930,0,USD,17547000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,us-gaap/2015,,20151231,0,USD,315000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,us-gaap/2015,,20160930,0,USD,50000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,us-gaap/2015,,20151231,0,USD,34105000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,us-gaap/2015,,20160930,0,USD,16657000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,us-gaap/2015,,20151231,0,USD,1968000000,
0001652044-16-000038,AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,us-gaap/2015,,20160930,0,USD,890000000,
0001652044-16-000038,AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,us-gaap/2015,,20160930,0,USD,10383000000,
0001652044-16-000038,AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,us-gaap/2015,,20160930,0,USD,37763000000,
0001652044-16-000038,AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,us-gaap/2015,,20160930,0,USD,13802000000,
0001652044-16-000038,AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,us-gaap/2015,,20160930,0,USD,11205000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedGains,us-gaap/2015,,20150930,1,USD,54000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedGains,us-gaap/2015,,20150930,3,USD,235000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedGains,us-gaap/2015,,20160930,1,USD,62000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedGains,us-gaap/2015,,20160930,3,USD,221000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedLosses,us-gaap/2015,,20150930,1,USD,60000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedLosses,us-gaap/2015,,20150930,3,USD,156000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedLosses,us-gaap/2015,,20160930,1,USD,12000000,
0001652044-16-000038,AvailableForSaleSecuritiesGrossRealizedLosses,us-gaap/2015,,20160930,3,USD,347000000,
0001628280-16-020309,AvailableForSaleSecuritiesNoncurrent,us-gaap/2015,,20150930,0,USD,164065000000,
0001628280-16-020309,AvailableForSaleSecuritiesNoncurrent,us-gaap/2015,,20160930,0,USD,170430000000,
0001652044-16-000038,ConvertiblePreferredStockNonredeemableOrRedeemableIssuerOptionValue,us-gaap/2015,,20151231,0,USD,0,
0001652044-16-000038,ConvertiblePreferredStockNonredeemableOrRedeemableIssuerOptionValue,us-gaap/2015,,20160930,0,USD,0,
0001652044-16-000038,CostMethodInvestmentsFairValueDisclosure,us-gaap/2015,,20151231,0,USD,7500000000,
0001652044-16-000038,CostMethodInvestmentsFairValueDisclosure,us-gaap/2015,,20160930,0,USD,8000000000,
0001628280-16-020309,CurrentFederalTaxExpenseBenefit,us-gaap/2015,,20140930,4,USD,8624000000,
0001628280-16-020309,CurrentFederalTaxExpenseBenefit,us-gaap/2015,,20150930,4,USD,11730000000,
0001628280-16-020309,CurrentFederalTaxExpenseBenefit,us-gaap/2015,,20160930,4,USD,7652000000,
0001628280-16-020309,CurrentForeignTaxExpenseBenefit,us-gaap/2015,,20140930,4,USD,2147000000,
0001628280-16-020309,CurrentForeignTaxExpenseBenefit,us-gaap/2015,,20150930,4,USD,4744000000,
0001628280-16-020309,CurrentForeignTaxExpenseBenefit,us-gaap/2015,,20160930,4,USD,2105000000,
0001628280-16-020309,CurrentStateAndLocalTaxExpenseBenefit,us-gaap/2015,,20140930,4,USD,855000000,
0001628280-16-020309,CurrentStateAndLocalTaxExpenseBenefit,us-gaap/2015,,20150930,4,USD,1265000000,
0001628280-16-020309,CurrentStateAndLocalTaxExpenseBenefit,us-gaap/2015,,20160930,4,USD,990000000,
0001628280-16-020309,DebtInstrumentCarryingAmount,us-gaap/2015,,20150930,0,USD,55701000000,
0001628280-16-020309,DebtInstrumentCarryingAmount,us-gaap/2015,,20160930,0,USD,78384000000,
0001628280-16-020309,DebtInstrumentUnamortizedDiscountPremiumNet,us-gaap/2015,,20150930,0,USD,248000000,
0001628280-16-020309,DebtInstrumentUnamortizedDiscountPremiumNet,us-gaap/2015,,20160930,0,USD,174000000,
0001628280-16-020309,DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,us-gaap/2015,,20160930,0,USD,850000000,
0001628280-16-020309,DeferredFederalIncomeTaxExpenseBenefit,us-gaap/2015,,20140930,4,USD,3183000000,
0001628280-16-020309,DeferredFederalIncomeTaxExpenseBenefit,us-gaap/2015,,20150930,4,USD,3408000000,
0001628280-16-020309,DeferredFederalIncomeTaxExpenseBenefit,us-gaap/2015,,20160930,4,USD,5043000000,
0001628280-16-020309,DeferredForeignIncomeTaxExpenseBenefit,us-gaap/2015,,20140930,4,USD,-658000000,
0001628280-16-020309,DeferredForeignIncomeTaxExpenseBenefit,us-gaap/2015,,20150930,4,USD,-1806000000,
0001628280-16-020309,DeferredForeignIncomeTaxExpenseBenefit,us-gaap/2015,,20160930,4,USD,33000000,
0001628280-16-020309,DeferredIncomeTaxLiabilitiesNet,us-gaap/2015,,20150930,0,USD,16260000000,
0001628280-16-020309,DeferredIncomeTaxLiabilitiesNet,us-gaap/2015,,20160930,0,USD,21906000000,
0001628280-16-020309,DeferredStateAndLocalIncomeTaxExpenseBenefit,us-gaap/2015,,20140930,4,USD,-178000000,
0001628280-16-020309,DeferredStateAndLocalIncomeTaxExpenseBenefit,us-gaap/2015,,20150930,4,USD,-220000000,
0001628280-16-020309,DeferredStateAndLocalIncomeTaxExpenseBenefit,us-gaap/2015,,20160930,4,USD,-138000000,
0001628280-16-020309,DeferredTaxAssetsOther,us-gaap/2015,,20150930,0,USD,721000000,
0001628280-16-020309,DeferredTaxAssetsOther,us-gaap/2015,,20160930,0,USD,788000000,
0001628280-16-020309,DeferredTaxAssetsPropertyPlantAndEquipment,us-gaap/2015,,20150930,0,USD,2238000000,
0001628280-16-020309,DeferredTaxAssetsPropertyPlantAndEquipment,us-gaap/2015,,20160930,0,USD,2107000000,
0001628280-16-020309,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,us-gaap/2015,,20150930,0,USD,575000000,
0001628280-16-020309,DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,us-gaap/2015,,20160930,0,USD,601000000,
0001628280-16-020309,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,us-gaap/2015,,20150930,0,USD,4205000000,
0001628280-16-020309,DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,us-gaap/2015,,20160930,0,USD,4135000000,
0001628280-16-020309,DeferredTaxAssetsValuationAllowance,us-gaap/2015,,20150930,0,USD,0,
0001628280-16-020309,DeferredTaxAssetsValuationAllowance,us-gaap/2015,,20160930,0,USD,0,
0001628280-16-020309,DeferredTaxLiabilitiesOther,us-gaap/2015,,20150930,0,USD,303000000,
0001628280-16-020309,DeferredTaxLiabilitiesOther,us-gaap/2015,,20160930,0,USD,485000000,
0001628280-16-020309,DeferredTaxLiabilitiesUndistributedForeignEarnings,us-gaap/2015,,20150930,0,USD,26868000000,
0001628280-16-020309,DeferredTaxLiabilitiesUndistributedForeignEarnings,us-gaap/2015,,20160930,0,USD,31436000000,
0001628280-16-020309,DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,us-gaap/2015,,20160930,0,USD,35900000000,
0001628280-16-020309,DefinedContributionPlanMaximumAnnualContributionsPerEmployeeAmount,us-gaap/2015,,20160930,4,USD,18000,
0001652044-16-000038,DepositsReceivedForSecuritiesLoanedAtCarryingValue,us-gaap/2015,,20151231,0,USD,2428000000,
0001652044-16-000038,DepositsReceivedForSecuritiesLoanedAtCarryingValue,us-gaap/2015,,20160930,0,USD,0,
0001652044-16-000038,DerivativeAssetFairValueGrossLiability,us-gaap/2015,,20151231,0,USD,0,
0001652044-16-000038,DerivativeAssetFairValueGrossLiability,us-gaap/2015,,20160930,0,USD,0,
0001652044-16-000038,DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,us-gaap/2015,,20151231,0,USD,212000000,
0001652044-16-000038,DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,us-gaap/2015,,20160930,0,USD,119000000,
0001652044-16-000038,DerivativeAssetNotOffsetPolicyElectionDeduction,us-gaap/2015,,20151231,0,USD,13000000,
0001652044-16-000038,DerivativeAssetNotOffsetPolicyElectionDeduction,us-gaap/2015,,20160930,0,USD,9000000,
0001652044-16-000038,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowed,us-gaap/2015,,20151231,0,USD,2218000000,
0001652044-16-000038,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedCollateralObligationToReturnCash,us-gaap/2015,,20151231,0,USD,189000000,
0001652044-16-000038,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedCollateralObligationToReturnSecurities,us-gaap/2015,,20151231,0,USD,1804000000,
0001652044-16-000038,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedGross,us-gaap/2015,,20151231,0,USD,2218000000,
0001652044-16-000038,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedLiability,us-gaap/2015,,20151231,0,USD,0,
0001652044-16-000038,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedNotOffsetPolicyElectionDeduction,us-gaap/2015,,20151231,0,USD,13000000,
0001652044-16-000038,DerivativeAssetSecuritiesPurchasedUnderAgreementsToResellSecuritiesBorrowedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,us-gaap/2015,,20151231,0,USD,212000000,
0001652044-16-000038,DerivativeCollateralObligationToReturnCash,us-gaap/2015,,20151231,0,USD,189000000,
0001652044-16-000038,DerivativeCollateralObligationToReturnCash,us-gaap/2015,,20160930,0,USD,33000000,
0001652044-16-000038,DerivativeCollateralObligationToReturnSecurities,us-gaap/2015,,20151231,0,USD,214000000,
0001652044-16-000038,DerivativeCollateralObligationToReturnSecurities,us-gaap/2015,,20160930,0,USD,64000000,
0001652044-16-000038,DerivativeCollateralRightToReclaimSecurities,us-gaap/2015,,20151231,0,USD,0,
0001652044-16-000038,DerivativeCollateralRightToReclaimSecurities,us-gaap/2015,,20160930,0,USD,0,
0001628280-16-020309,DerivativeFairValueOfDerivativeNet,us-gaap/2015,,20150930,0,USD,-78000000,
0001628280-16-020309,DerivativeFairValueOfDerivativeNet,us-gaap/2015,,20160930,0,USD,160000000,
0001652044-16-000038,DerivativeLiabilityFairValueGrossAsset,us-gaap/2015,,20151231,0,USD,0,
0001652044-16-000038,DerivativeLiabilityFairValueGrossAsset,us-gaap/2015,,20160930,0,USD,0,
0001652044-16-000038,DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,us-gaap/2015,,20151231,0,USD,0,
0001652044-16-000038,DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,us-gaap/2015,,20160930,0,USD,21000000,
0001652044-16-000038,DerivativeLiabilityNotOffsetPolicyElectionDeduction,us-gaap/2015,,20151231,0,USD,13000000,
0001652044-16-000038,DerivativeLiabilityNotOffsetPolicyElectionDeduction,us-gaap/2015,,20160930,0,USD,9000000,
0001652044-16-000038,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoaned,us-gaap/2015,,20151231,0,USD,2444000000,
0001652044-16-000038,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedAsset,us-gaap/2015,,20151231,0,USD,0,
0001652044-16-000038,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedCollateralRightToReclaimCash,us-gaap/2015,,20151231,0,USD,3000000,
0001652044-16-000038,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedCollateralRightToReclaimSecurities,us-gaap/2015,,20151231,0,USD,2401000000,
0001652044-16-000038,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedGross,us-gaap/2015,,20151231,0,USD,2444000000,
0001652044-16-000038,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedNotOffsetPolicyElectionDeduction,us-gaap/2015,,20151231,0,USD,13000000,
0001652044-16-000038,DerivativeLiabilitySecuritiesSoldUnderAgreementsToResellSecuritiesLoanedOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,us-gaap/2015,,20151231,0,USD,27000000,
0001564590-16-026749,DerivativeNotionalAmount,invest/2013,,20151231,0,USD,425200000,
0001564590-16-026749,DerivativeNotionalAmount,invest/2013,,20160930,0,USD,389200000,
0001628280-16-020309,EffectiveIncomeTaxRateContinuingOperations,us-gaap/2015,,20140930,4,pure,0.261,
0001628280-16-020309,EffectiveIncomeTaxRateContinuingOperations,us-gaap/2015,,20150930,4,pure,0.264,
0001628280-16-020309,EffectiveIncomeTaxRateContinuingOperations,us-gaap/2015,,20160930,4,pure,0.256,
0001628280-16-020309,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,us-gaap/2015,,20140930,4,pure,0.35,
0001628280-16-020309,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,us-gaap/2015,,20150930,4,pure,0.35,
0001628280-16-020309,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,us-gaap/2015,,20160930,4,pure,0.35,
0001628280-16-020309,EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,us-gaap/2015,,20160930,4,pure,0.125,
0001628280-16-020309,EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,us-gaap/2015,,20140930,4,USD,1200000000,
0001628280-16-020309,EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,us-gaap/2015,,20150930,4,USD,1600000000,
0001628280-16-020309,EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,us-gaap/2015,,20160930,4,USD,1700000000,
0001628280-16-020309,EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,us-gaap/2015,,20160930,0,USD,7500000000,
0001564590-16-026820,EntityCommonStockSharesOutstanding,dei/2014,,20161031,0,shares,149891190,
0001564590-16-026749,EntityCommonStockSharesOutstanding,dei/2014,,20161031,0,shares,714902970,
0001193125-16-742796,EntityCommonStockSharesOutstanding,dei/2014,,20160930,0,shares,7775350501,
0001628280-16-020309,EntityCommonStockSharesOutstanding,dei/2014,,20160930,0,shares,5332313000,
0001628280-16-020309,FederalIncomeTaxExpenseBenefitContinuingOperations,us-gaap/2015,,20140930,4,USD,11807000000,
0001628280-16-020309,FederalIncomeTaxExpenseBenefitContinuingOperations,us-gaap/2015,,20150930,4,USD,15138000000,
0001628280-16-020309,FederalIncomeTaxExpenseBenefitContinuingOperations,us-gaap/2015,,20160930,4,USD,12695000000,
